Points,is_closed,likes,link,name,socialsource,source,symbol,symbol_id,talking_about,timestamp_api_call
0,,,,,Facebook,cryptocompare,BTCRY,5344,,2017-12-30 17:56:43.769734
0,,,,,Facebook,cryptocompare,BTCS,71321,,2017-12-30 17:56:50.016182
0,,,,,Facebook,cryptocompare,BTCZ,327184,,2017-12-30 17:56:15.732718
0,,,,,Facebook,cryptocompare,BTD,28089,,2017-12-30 17:56:03.290027
0,,,,,Facebook,cryptocompare,BTDX,362846,,2017-12-30 17:56:20.900328
1406,false,1226,https://www.facebook.com/bytecoin.cryptocoin/,Bytecoin,Facebook,cryptocompare,BTE,4401,18,2017-12-30 17:56:32.159915
22155,false,14045,https://www.facebook.com/bitcoingoldofficial/,Bitcoin Gold,Facebook,cryptocompare,BTG,347235,811,2017-12-30 17:56:19.158209
0,,,,,Facebook,cryptocompare,BTG*,4402,,2017-12-30 17:56:32.074229
0,,,,,Facebook,cryptocompare,BTLC,33522,,2017-12-30 17:56:16.361458
0,,,,,Facebook,cryptocompare,BTM,4403,,2017-12-30 17:56:32.761381
0,,,,,Facebook,cryptocompare,BTM*,218008,,2017-12-30 17:55:53.538859
0,,,,,Facebook,cryptocompare,BTMI,5404,,2017-12-30 17:56:45.992867
1040,false,1000,https://www.facebook.com/Bitcoin-Planet-307450173039709/,Bitcoin Planet,Facebook,cryptocompare,BTPL,182346,4,2017-12-30 17:55:45.195493
535,false,515,https://www.facebook.com/BitQuarkBTQ/,BitQuark - BTQ,Facebook,cryptocompare,BTQ,8763,2,2017-12-30 17:56:51.973153
12500,false,10990,https://www.facebook.com/officialbitshares/,BitShares,Facebook,cryptocompare,BTS,5039,151,2017-12-30 17:56:40.137495
0,,,,,Facebook,cryptocompare,BTTF,33945,,2017-12-30 17:56:17.014597
0,,,,,Facebook,cryptocompare,BTX,198983,,2017-12-30 17:55:48.721263
914,false,894,https://www.facebook.com/btxcoin/,BTX : Bitcoin - The NeXt Generation,Facebook,cryptocompare,BTX*,6113,2,2017-12-30 17:56:48.761339
0,,,,,Facebook,cryptocompare,BTZ,42843,,2017-12-30 17:56:30.251270
0,,,,,Facebook,cryptocompare,BUCKS,66685,,2017-12-30 17:56:50.425101
0,,,,,Facebook,cryptocompare,BUCKS*,7481,,2017-12-30 17:56:50.652014
0,,,,,Facebook,cryptocompare,BUK,4404,,2017-12-30 17:56:32.318377
0,,,,,Facebook,cryptocompare,BULLS,35821,,2017-12-30 17:56:19.724110
742,false,652,https://www.facebook.com/burstcoin.sk/,Burstcoin - HDD Mining,Facebook,cryptocompare,BURST,5286,9,2017-12-30 17:56:41.787856
0,,,,,Facebook,cryptocompare,BUZZ,28893,,2017-12-30 17:56:10.458414
2340,false,2330,https://www.facebook.com/BeaverCoin-672833806086598/,BeaverCoin,Facebook,cryptocompare,BVC,48800,1,2017-12-30 17:56:39.486319
229,false,79,https://www.facebook.com/bulwark.coin.IO/,Bulwark,Facebook,cryptocompare,BWK,453855,15,2017-12-30 17:56:35.401835
84,false,84,https://www.facebook.com/Bitcedi/,Bitcedi,Facebook,cryptocompare,BXC,45031,0,2017-12-30 17:56:33.584691
0,,,,,Facebook,cryptocompare,BXT,28208,,2017-12-30 17:56:03.577389
738,false,628,https://www.facebook.com/bytecent/,Bytecent,Facebook,cryptocompare,BYC,5308,11,2017-12-30 17:56:43.777450
0,,,,,Facebook,cryptocompare,BamitCoin,35407,,2017-12-30 17:56:19.952839
0,,,,,Facebook,cryptocompare,C2,5396,,2017-12-30 17:56:45.673667
12544,false,11124,https://www.facebook.com/cryptotwenty/,Crypto20,Facebook,cryptocompare,C20,339632,142,2017-12-30 17:56:17.731693
44,false,44,https://www.facebook.com/CabbageTech/,"CabbageTech, Corp.",Facebook,cryptocompare,CAB,20212,0,2017-12-30 17:55:49.387433
37,false,27,https://www.facebook.com/cryptoabs.project/,CryptoABS,Facebook,cryptocompare,CABS,196986,1,2017-12-30 17:55:48.324974
5543,false,5373,https://www.facebook.com/cybertrustbank/,Cybertrust,Facebook,cryptocompare,CABS*,357413,17,2017-12-30 17:56:19.974982
0,,,,,Facebook,cryptocompare,CACH,4405,,2017-12-30 17:56:32.767552
28802,false,13222,https://www.facebook.com/changefinance/,Change,Facebook,cryptocompare,CAG,341422,1558,2017-12-30 17:56:18.088552
0,,,,,Facebook,cryptocompare,CAIX,4406,,2017-12-30 17:56:33.194130
0,,,,,Facebook,cryptocompare,CALC,30029,,2017-12-30 17:56:10.708597
0,,,,,Facebook,cryptocompare,CAM,5398,,2017-12-30 17:56:46.347888
469665,false,61465,https://www.facebook.com/CanYaCoin/,CanYa,Facebook,cryptocompare,CAN*,327632,40820,2017-12-30 17:56:14.618036
0,,,,,Facebook,cryptocompare,CANN,4407,,2017-12-30 17:56:33.212066
0,,,,,Facebook,cryptocompare,CAP,4408,,2017-12-30 17:56:33.218924
9676,false,6336,https://www.facebook.com/cappasity/,Cappasity,Facebook,cryptocompare,CAPP,306304,334,2017-12-30 17:56:12.879222
870,false,630,https://www.facebook.com/carboncoin/,Carboncoin,Facebook,cryptocompare,CARBON,21382,24,2017-12-30 17:55:53.909419
16764,false,12174,https://www.facebook.com/cashaaLtd/,Cashaa,Facebook,cryptocompare,CAS,319254,459,2017-12-30 17:56:12.845291
0,,,,,Facebook,cryptocompare,CASH,4409,,2017-12-30 17:56:32.642929
472,false,412,https://www.facebook.com/cashppro/,Cash Poker Pro,Facebook,cryptocompare,CASH*,222436,6,2017-12-30 17:56:04.031832
0,,,,,Facebook,cryptocompare,CAT,194567,,2017-12-30 17:55:46.503295
35758,false,29808,https://www.facebook.com/bitclave/,BitClave,Facebook,cryptocompare,CAT*,185689,595,2017-12-30 17:55:45.388025
0,,,,,Facebook,cryptocompare,CAT1,4410,,2017-12-30 17:56:32.594069
0,,,,,Facebook,cryptocompare,CAV,340776,,2017-12-30 17:56:17.999576
0,,,,,Facebook,cryptocompare,CBD,33008,,2017-12-30 17:56:15.908679
0,,,,,Facebook,cryptocompare,CBX,4411,,2017-12-30 17:56:32.423029
0,,,,,Facebook,cryptocompare,CC,5367,,2017-12-30 17:56:45.449694
0,,,,,Facebook,cryptocompare,CCC,210595,,2017-12-30 17:55:52.805858
0,,,,,Facebook,cryptocompare,CCN,4412,,2017-12-30 17:56:32.784963
7700,false,610,https://www.facebook.com/CrowdCoinage/,CrowdCoinage,Facebook,cryptocompare,CCOS,542719,709,2017-12-30 17:56:46.493450
0,,,,,Facebook,cryptocompare,CCRB,35818,,2017-12-30 17:56:19.882802
3147,false,2187,https://www.facebook.com/CCSer/,Crystal Clear Services,Facebook,cryptocompare,CCT*,301191,96,2017-12-30 17:56:10.626752
0,,,,,Facebook,cryptocompare,CCX,34851,,2017-12-30 17:56:19.276207
0,,,,,Facebook,cryptocompare,CDN,52015,,2017-12-30 17:56:40.098140
5550,false,4170,https://www.facebook.com/coindash.io/,CoinDash,Facebook,cryptocompare,CDT,177139,138,2017-12-30 17:55:45.282226
116,false,116,https://www.facebook.com/cryptodex/,Cryptodex,Facebook,cryptocompare,CDX,26113,0,2017-12-30 17:56:03.334319
0,,,,,Facebook,cryptocompare,CDX*,412267,,2017-12-30 17:56:27.932464
0,,,,,Facebook,cryptocompare,CELL,5297,,2017-12-30 17:56:42.037228
0,,,,,Facebook,cryptocompare,CESC,6104,,2017-12-30 17:56:47.288152
0,,,,,Facebook,cryptocompare,CETI,3644,,2017-12-30 17:56:21.585074
0,,,,,Facebook,cryptocompare,CF,30119,,2017-12-30 17:56:11.560350
0,,,,,Facebook,cryptocompare,CFC,30123,,2017-12-30 17:56:10.402256
0,,,,,Facebook,cryptocompare,CFD,379232,,2017-12-30 17:56:24.501258
0,,,,,Facebook,cryptocompare,CFI,136984,,2017-12-30 17:55:43.755634
0,,,,,Facebook,cryptocompare,CFT,182258,,2017-12-30 17:55:45.528093
170,false,160,https://www.facebook.com/CREDOplatform/,CREDO,Facebook,cryptocompare,CFT*,241536,1,2017-12-30 17:56:02.516567
957,false,877,https://www.facebook.com/CryptographicAnomaly/,Cryptographic Anomaly,Facebook,cryptocompare,CGA,20911,8,2017-12-30 17:55:53.226623
0,,,,,Facebook,cryptocompare,CHA,7580,,2017-12-30 17:56:50.965814
0,,,,,Facebook,cryptocompare,CHAO,41974,,2017-12-30 17:56:28.018854
0,,,,,Facebook,cryptocompare,CHASH,3648,,2017-12-30 17:56:21.714582
0,,,,,Facebook,cryptocompare,CHAT,52008,,2017-12-30 17:56:40.362671
0,,,,,Facebook,cryptocompare,CHC,56249,,2017-12-30 17:56:46.534999
367,false,327,https://www.facebook.com/chesscoin/,Chesscoin,Facebook,cryptocompare,CHESS,22407,4,2017-12-30 17:56:00.023186
0,,,,,Facebook,cryptocompare,CHIEF,37214,,2017-12-30 17:56:25.263790
0,,,,,Facebook,cryptocompare,CHILD,5377,,2017-12-30 17:56:45.716644
0,,,,,Facebook,cryptocompare,CHIP,8696,,2017-12-30 17:56:51.936739
0,,,,,Facebook,cryptocompare,CHIPS*,517603,,2017-12-30 17:56:40.007270
0,,,,,Facebook,cryptocompare,CHOOF,31002,,2017-12-30 17:56:12.405989
0,,,,,Facebook,cryptocompare,CIN,4413,,2017-12-30 17:56:32.802223
0,,,,,Facebook,cryptocompare,CINNI,4414,,2017-12-30 17:56:32.851409
0,,,,,Facebook,cryptocompare,CIR,43598,,2017-12-30 17:56:32.017139
0,,,,,Facebook,cryptocompare,CIRC,7484,,2017-12-30 17:56:50.684214
17139,false,12729,https://www.facebook.com/cryptonetix/,Cryptonetix,Facebook,cryptocompare,CIX,328667,441,2017-12-30 17:56:14.498986
0,,,,,Facebook,cryptocompare,CJ,23734,,2017-12-30 17:56:01.142628
0,,,,,Facebook,cryptocompare,CJC,58125,,2017-12-30 17:56:46.439410
0,,,,,Facebook,cryptocompare,CJT,382617,,2017-12-30 17:56:25.332994
0,,,,,Facebook,cryptocompare,CKC,22207,,2017-12-30 17:56:03.681915
154,false,134,https://www.facebook.com/clamclient/,Clamcoin,Facebook,cryptocompare,CLAM,4416,2,2017-12-30 17:56:32.689198
62778,false,37498,https://www.facebook.com/cloudwithme/,CloudWithMe,Facebook,cryptocompare,CLD,370606,2528,2017-12-30 17:56:23.302071
0,,,,,Facebook,cryptocompare,CLICK,42680,,2017-12-30 17:56:30.510969
79,false,79,https://www.facebook.com/CLINT-1252818338080654/,CLINT,Facebook,cryptocompare,CLINT,22191,0,2017-12-30 17:56:04.172542
8091,false,7361,https://www.facebook.com/CloakCoinOfficial/,CloakCoin,Facebook,cryptocompare,CLOAK,4417,73,2017-12-30 17:56:32.546524
22325,false,10575,https://www.facebook.com/clouttoken/,CLOUT Network,Facebook,cryptocompare,CLOUT,340816,1175,2017-12-30 17:56:18.707881
0,,,,,Facebook,cryptocompare,CLR,4418,,2017-12-30 17:56:32.844584
2730,false,2300,https://www.facebook.com/clubcoin.co/,ClubCoin,Facebook,cryptocompare,CLUB,15869,43,2017-12-30 17:55:45.018885
0,,,,,Facebook,cryptocompare,CLUD,21359,,2017-12-30 17:55:53.103487
0,,,,,Facebook,cryptocompare,CLV,13074,,2017-12-30 17:55:42.102232
0,,,,,Facebook,cryptocompare,CMC,4419,,2017-12-30 17:56:33.192298
2132,false,2102,https://www.facebook.com/compcointech/,Compcoin,Facebook,cryptocompare,CMP,176004,3,2017-12-30 17:55:45.011954
1155,false,475,https://www.facebook.com/CampusCoinProject/,CampusCoin - CMPCO,Facebook,cryptocompare,CMPCO,228090,68,2017-12-30 17:56:00.010559
2028,false,1868,https://www.facebook.com/comsaio/,COMSA,Facebook,cryptocompare,CMS,374358,16,2017-12-30 17:56:24.054523
0,,,,,Facebook,cryptocompare,CMT,22354,,2017-12-30 17:55:59.332293
12710,false,9580,https://www.facebook.com/cybermiles/,Cybermiles,Facebook,cryptocompare,CMT*,439963,313,2017-12-30 17:56:33.239826
0,,,,,Facebook,cryptocompare,CNBC,431621,,2017-12-30 17:56:31.098029
0,,,,,Facebook,cryptocompare,CNC,4420,,2017-12-30 17:56:33.450493
5774,false,2904,https://www.facebook.com/crowdindicator/,Cindicator,Facebook,cryptocompare,CND,338070,287,2017-12-30 17:56:17.528376
0,,,,,Facebook,cryptocompare,CND*,37746,,2017-12-30 17:56:24.308904
0,,,,,Facebook,cryptocompare,CNL,4421,,2017-12-30 17:56:32.895768
0,,,,,Facebook,cryptocompare,CNMT,25825,,2017-12-30 17:56:02.658198
97,false,97,https://www.facebook.com/Coino-508956415885841/,Coino,Facebook,cryptocompare,CNO,42438,0,2017-12-30 17:56:28.874961
0,,,,,Facebook,cryptocompare,CNT,70365,,2017-12-30 17:56:50.610319
0,,,,,Facebook,cryptocompare,CNX,289715,,2017-12-30 17:56:08.194295
0,,,,,Facebook,cryptocompare,COAL,453581,,2017-12-30 17:56:34.727714
0,,,,,Facebook,cryptocompare,COB,234811,,2017-12-30 17:56:00.535483
0,,,,,Facebook,cryptocompare,COC,30925,,2017-12-30 17:56:12.868610
0,,,,,Facebook,cryptocompare,COE,201701,,2017-12-30 17:55:49.848816
68457,false,9967,https://www.facebook.com/CoinFiProject/,CoinFi,Facebook,cryptocompare,COFI,436320,5849,2017-12-30 17:56:32.221400
0,,,,,Facebook,cryptocompare,COIN,384859,,2017-12-30 17:56:25.189999
0,,,,,Facebook,cryptocompare,COIN*,20714,,2017-12-30 17:55:52.294989
3043,false,1133,https://www.facebook.com/Colossuscoin/,Colossuscoinxt,Facebook,cryptocompare,COLX,20903,191,2017-12-30 17:55:53.273163
0,,,,,Facebook,cryptocompare,COMM,4422,,2017-12-30 17:56:32.574485
24,false,24,https://www.facebook.com/PayConX13/,Paycon,Facebook,cryptocompare,CON,12985,0,2017-12-30 17:55:42.526306
0,,,,,Facebook,cryptocompare,COOL,4423,,2017-12-30 17:56:33.290527
14498,false,12838,https://www.facebook.com/CORIONPlatform/,Corion,Facebook,cryptocompare,COR,179980,166,2017-12-30 17:55:45.163505
0,,,,,Facebook,cryptocompare,CORAL,35232,,2017-12-30 17:56:19.405506
48,false,48,https://www.facebook.com/coremedia.info/,CORE Media - Harnessing The Benefits of Technology,Facebook,cryptocompare,CORE,205549,0,2017-12-30 17:55:51.111581
43714,false,42284,https://www.facebook.com/cosscrypto/,COSS,Facebook,cryptocompare,COSS,186335,143,2017-12-30 17:55:46.127284
124147,false,18987,https://www.facebook.com/covesting/,Covesting,Facebook,cryptocompare,COV,338426,10516,2017-12-30 17:56:18.145831
0,,,,,Facebook,cryptocompare,COV*,28151,,2017-12-30 17:56:06.143389
0,,,,,Facebook,cryptocompare,COVAL,28276,,2017-12-30 17:56:03.388250
0,,,,,Facebook,cryptocompare,COX,22326,,2017-12-30 17:55:59.053422
16618,false,13768,https://www.facebook.com/cryptopayme/,Cryptopay,Facebook,cryptocompare,CPAY,345674,285,2017-12-30 17:56:19.052190
0,,,,,Facebook,cryptocompare,CPC,15282,,2017-12-30 17:55:44.710270
0,,,,,Facebook,cryptocompare,CQST,37195,,2017-12-30 17:56:22.892101
0,,,,,Facebook,cryptocompare,CRAB,30179,,2017-12-30 17:56:11.630553
0,,,,,Facebook,cryptocompare,CRACK,4424,,2017-12-30 17:56:32.900881
0,,,,,Facebook,cryptocompare,CRAFT,29711,,2017-12-30 17:56:09.563139
0,,,,,Facebook,cryptocompare,CRAIG,4425,,2017-12-30 17:56:32.535827
0,,,,,Facebook,cryptocompare,CRAVE,5304,,2017-12-30 17:56:42.816700
1414,false,1304,https://www.facebook.com/creditbitofficial/,CreditBit,Facebook,cryptocompare,CRB,17547,11,2017-12-30 17:55:44.303362
0,,,,,Facebook,cryptocompare,CRC,4426,,2017-12-30 17:56:33.137289
575,false,225,https://www.facebook.com/CrowdcoinChain/,CrowdCoin,Facebook,cryptocompare,CRC*,586482,35,2017-12-30 17:56:46.499559
0,,,,,Facebook,cryptocompare,CRDS,392253,,2017-12-30 17:56:26.015955
0,,,,,Facebook,cryptocompare,CRE,8692,,2017-12-30 17:56:51.949991
5842,false,3142,https://www.facebook.com/Thecreativechain/,Creativechain,Facebook,cryptocompare,CREA,48787,270,2017-12-30 17:56:40.338862
708,false,388,https://www.facebook.com/verifyas/,Verify Pte Ltd,Facebook,cryptocompare,CRED,502301,32,2017-12-30 17:56:39.691790
0,,,,,Facebook,cryptocompare,CREDO,382450,,2017-12-30 17:56:25.506603
0,,,,,Facebook,cryptocompare,CREVA,6451,,2017-12-30 17:56:49.336604
0,,,,,Facebook,cryptocompare,CRM,202049,,2017-12-30 17:55:50.640376
0,,,,,Facebook,cryptocompare,CRNK,30121,,2017-12-30 17:56:11.888844
0,,,,,Facebook,cryptocompare,CRPS,41590,,2017-12-30 17:56:28.031213
10305,false,10275,https://www.facebook.com/cryptumnetwork/,Cryptum Network,Facebook,cryptocompare,CRTM,255489,3,2017-12-30 17:56:05.573994
0,,,,,Facebook,cryptocompare,CRW,7586,,2017-12-30 17:56:51.083788
79,false,79,https://www.facebook.com/Penny-Auctionclick-1152477641491852/,Penny Auction.click,Facebook,cryptocompare,CRX,25613,0,2017-12-30 17:56:02.684998
0,,,,,Facebook,cryptocompare,CRYPT,4427,,2017-12-30 17:56:32.970761
0,,,,,Facebook,cryptocompare,CS,35813,,2017-12-30 17:56:19.537579
201,false,181,https://www.facebook.com/CasinoCoin/,CasinoCoin,Facebook,cryptocompare,CSC,4428,2,2017-12-30 17:56:32.515084
0,,,,,Facebook,cryptocompare,CSH,31004,,2017-12-30 17:56:12.328154
0,,,,,Facebook,cryptocompare,CSMIC,34215,,2017-12-30 17:56:18.266799
0,,,,,Facebook,cryptocompare,CSNO,202714,,2017-12-30 17:55:49.934857
0,,,,,Facebook,cryptocompare,CSTL,400432,,2017-12-30 17:56:26.708972
0,,,,,Facebook,cryptocompare,CTC,28083,,2017-12-30 17:56:03.375464
0,,,,,Facebook,cryptocompare,CTIC,79887,,2017-12-30 17:56:51.538984
0,,,,,Facebook,cryptocompare,CTO,6117,,2017-12-30 17:56:48.849157
15232,false,13592,https://www.facebook.com/CentraCard/,Centra Tech,Facebook,cryptocompare,CTR,225277,164,2017-12-30 17:55:59.937101
0,,,,,Facebook,cryptocompare,CTT,206009,,2017-12-30 17:55:51.471342
5924,false,5244,https://www.facebook.com/CarTaxi-ICO-1905979582989363/,CarTaxi ICO,Facebook,cryptocompare,CTX,278056,68,2017-12-30 17:56:03.150516
0,,,,,Facebook,cryptocompare,CUBE,20688,,2017-12-30 17:55:52.464782
0,,,,,Facebook,cryptocompare,CURE,5387,,2017-12-30 17:56:45.725834
3385,false,2535,https://www.facebook.com/civictechnologiesinc/,Civic,Facebook,cryptocompare,CVC,139467,85,2017-12-30 17:55:43.627796
8528,false,8158,https://www.facebook.com/cvcico/,CVCoin,Facebook,cryptocompare,CVCOIN,188400,37,2017-12-30 17:55:46.348893
979,false,819,https://www.facebook.com/cryptoways/,Cryptoways,Facebook,cryptocompare,CWV,446121,16,2017-12-30 17:56:33.460007
475,false,385,https://www.facebook.com/cryptoxcwx/,Crypto-x,Facebook,cryptocompare,CWX,584861,9,2017-12-30 17:56:46.446154
0,,,,,Facebook,cryptocompare,CWXT,43265,,2017-12-30 17:56:30.348095
0,,,,,Facebook,cryptocompare,CXC,4415,,2017-12-30 17:56:32.314906
0,,,,,Facebook,cryptocompare,CXT,63308,,2017-12-30 17:56:50.130859
0,,,,,Facebook,cryptocompare,CYC,5392,,2017-12-30 17:56:45.956780
0,,,,,Facebook,cryptocompare,CYG,21213,,2017-12-30 17:55:52.493479
0,,,,,Facebook,cryptocompare,CYP,5354,,2017-12-30 17:56:44.778411
0,,,,,Facebook,cryptocompare,CYT,21706,,2017-12-30 17:55:53.631154
1744,false,1714,https://www.facebook.com/crazyshapes.game/,Crazy Shapes: Run Adventure,Facebook,cryptocompare,CZC,327250,3,2017-12-30 17:56:14.301807
0,,,,,Facebook,cryptocompare,DANK,3640,,2017-12-30 17:56:21.119146
0,,,,,Facebook,cryptocompare,DAR,32694,,2017-12-30 17:56:14.916830
0,,,,,Facebook,cryptocompare,DARK,61066,,2017-12-30 17:56:48.418533
0,,,,,Facebook,cryptocompare,DAS,194399,,2017-12-30 17:55:46.571763
41132,false,33642,https://www.facebook.com/DashPay/,Dash,Facebook,cryptocompare,DASH,3807,749,2017-12-30 17:56:24.202201
35733,false,33893,https://www.facebook.com/datumnetwork/,Datum,Facebook,cryptocompare,DAT,335505,184,2017-12-30 17:56:16.220245
0,,,,,Facebook,cryptocompare,DATA,369151,,2017-12-30 17:56:22.338813
5533,false,5463,https://www.facebook.com/DaxxCoinOfficial/,DaxxCoin,Facebook,cryptocompare,DAXX,453647,7,2017-12-30 17:56:36.027650
0,,,,,Facebook,cryptocompare,DAY,336705,,2017-12-30 17:56:17.527185
0,,,,,Facebook,cryptocompare,DB,6116,,2017-12-30 17:56:48.629083
0,,,,,Facebook,cryptocompare,DBC,586088,,2017-12-30 17:56:46.900936
19493,false,9723,https://www.facebook.com/decentbet/,Decent.bet,Facebook,cryptocompare,DBET,380712,977,2017-12-30 17:56:25.301622
0,,,,,Facebook,cryptocompare,DBG,21859,,2017-12-30 17:55:53.828341
3291,false,2961,https://www.facebook.com/DubaiCoin/,DubaiCoin,Facebook,cryptocompare,DBIC,20198,33,2017-12-30 17:55:53.850797
3291,false,2961,https://www.facebook.com/DubaiCoin/,DubaiCoin,Facebook,cryptocompare,DBIX,57481,33,2017-12-30 17:56:46.777314
716,false,406,https://www.facebook.com/dubertech/,düber Technologies Inc.,Facebook,cryptocompare,DBR,394055,31,2017-12-30 17:56:26.233203
0,,,,,Facebook,cryptocompare,DBTC,20726,,2017-12-30 17:55:52.529974
0,,,,,Facebook,cryptocompare,DCC,6114,,2017-12-30 17:56:48.705181
0,,,,,Facebook,cryptocompare,DCK,28229,,2017-12-30 17:56:06.404450
61239,false,29789,https://www.facebook.com/dentacoin/,Dentacoin,Facebook,cryptocompare,DCN,218906,3145,2017-12-30 17:55:53.716581
0,,,,,Facebook,cryptocompare,DCR,16713,,2017-12-30 17:55:44.201378
0,,,,,Facebook,cryptocompare,DCRE,34487,,2017-12-30 17:56:18.644436
1055,false,1055,https://www.facebook.com/decloudscom/,deCLOUDs,Facebook,cryptocompare,DCS.,26129,0,2017-12-30 17:56:02.602523
14652,false,9442,https://www.facebook.com/DECENTplatform/,DECENT,Facebook,cryptocompare,DCT,25721,521,2017-12-30 17:56:02.712597
1072,false,1062,https://www.facebook.com/dinastycoin/,Dinastycoin,Facebook,cryptocompare,DCY,181373,1,2017-12-30 17:55:46.314417
1069,false,1039,https://www.facebook.com/digitaldevelopersfund/,Digital Developers Fund,Facebook,cryptocompare,DDF,180595,3,2017-12-30 17:55:45.304692
0,,,,,Facebook,cryptocompare,DEA,79849,,2017-12-30 17:56:51.629821
8605,false,8165,https://www.facebook.com/DebitumNetwork/,Debitum Network,Facebook,cryptocompare,DEB,408765,44,2017-12-30 17:56:26.709866
0,,,,,Facebook,cryptocompare,DEEP,301119,,2017-12-30 17:56:11.990462
0,,,,,Facebook,cryptocompare,DEM,4429,,2017-12-30 17:56:32.926707
11573,false,3633,https://www.facebook.com/dentcoin/,Dentcoin,Facebook,cryptocompare,DENT,141331,794,2017-12-30 17:55:43.611570
0,,,,,Facebook,cryptocompare,DES,22330,,2017-12-30 17:56:04.209023
0,,,,,Facebook,cryptocompare,DETH,40845,,2017-12-30 17:56:25.999924
0,,,,,Facebook,cryptocompare,DEUR,21384,,2017-12-30 17:55:52.886935
0,,,,,Facebook,cryptocompare,DFBT,198693,,2017-12-30 17:55:48.296218
0,,,,,Facebook,cryptocompare,DFT,236039,,2017-12-30 17:56:01.488681
32390,false,14830,https://www.facebook.com/digibytecoin/,DigiByte,Facebook,cryptocompare,DGB,4430,1756,2017-12-30 17:56:33.004174
0,,,,,Facebook,cryptocompare,DGC,4353,,2017-12-30 17:56:31.275089
0,,,,,Facebook,cryptocompare,DGD,18907,,2017-12-30 17:55:46.500525
0,,,,,Facebook,cryptocompare,DGDC,28278,,2017-12-30 17:56:03.351693
0,,,,,Facebook,cryptocompare,DGMS,34496,,2017-12-30 17:56:19.306343
0,,,,,Facebook,cryptocompare,DGORE,29904,,2017-12-30 17:56:09.739132
563,false,513,https://www.facebook.com/digipulse.io/,DigiPulse,Facebook,cryptocompare,DGPT,202696,5,2017-12-30 17:55:50.813077
0,,,,,Facebook,cryptocompare,DICE,89572,,2017-12-30 17:56:52.044386
0,,,,,Facebook,cryptocompare,DIEM,20213,,2017-12-30 17:55:53.002636
3,false,3,https://www.facebook.com/diggits.co/,Diggits,Facebook,cryptocompare,DIGS,12192,0,2017-12-30 17:55:41.626681
64259,false,59239,https://www.facebook.com/DIMCOINICO/,DIMCOIN,Facebook,cryptocompare,DIM,180678,502,2017-12-30 17:55:45.515049
0,,,,,Facebook,cryptocompare,DIME,21365,,2017-12-30 17:55:53.530275
0,,,,,Facebook,cryptocompare,DISK,21652,,2017-12-30 17:55:54.018077
14422,false,13492,https://www.facebook.com/diviproject/,Divi Project,Facebook,cryptocompare,DIVX,431413,93,2017-12-30 17:56:31.852145
0,,,,,Facebook,cryptocompare,DKC,30920,,2017-12-30 17:56:12.552549
0,,,,,Facebook,cryptocompare,DLC,28776,,2017-12-30 17:56:08.251015
196,false,196,https://www.facebook.com/DLisk-1617610191890063/,DLisk,Facebook,cryptocompare,DLISK,23743,0,2017-12-30 17:56:01.738845
0,,,,,Facebook,cryptocompare,DLR,34213,,2017-12-30 17:56:19.162590
4760,false,4170,https://www.facebook.com/agrellofoundation/,Agrello,Facebook,cryptocompare,DLT,220204,59,2017-12-30 17:55:54.017166
723,false,363,https://www.facebook.com/dmdcoin/,Diamond,Facebook,cryptocompare,DMD,4431,36,2017-12-30 17:56:33.010267
2735,false,2465,https://www.facebook.com/dmarketcommunity/,DMarket,Facebook,cryptocompare,DMT,192400,27,2017-12-30 17:55:45.888745
2214,false,624,https://www.facebook.com/Encrypgen/,Encrypgen. LLC,Facebook,cryptocompare,DNA,180804,159,2017-12-30 17:55:44.936595
0,,,,,Facebook,cryptocompare,DNET,20346,,2017-12-30 17:55:53.561745
0,,,,,Facebook,cryptocompare,DNR,182288,,2017-12-30 17:55:45.608320
0,,,,,Facebook,cryptocompare,DNT,177175,,2017-12-30 17:55:44.686587
153893,false,63013,https://www.facebook.com/OfficialDogecoin/,Dogecoin,Facebook,cryptocompare,DOGE,4432,9088,2017-12-30 17:56:32.939910
0,,,,,Facebook,cryptocompare,DOGED,17549,,2017-12-30 17:55:44.962272
0,,,,,Facebook,cryptocompare,DOGETH,33403,,2017-12-30 17:56:16.174752
95,false,65,https://www.facebook.com/donationcoin/,Donationcoin,Facebook,cryptocompare,DON,61073,3,2017-12-30 17:56:48.359921
4353,false,3993,https://www.facebook.com/dopecoin/,Dopecoin.com,Facebook,cryptocompare,DOPE,28332,36,2017-12-30 17:56:07.327862
0,,,,,Facebook,cryptocompare,DOT,20339,,2017-12-30 17:55:50.591593
3178,false,2078,https://www.facebook.com/DOVUglobal/,DOVU,Facebook,cryptocompare,DOVU,360827,110,2017-12-30 17:56:21.102518
0,,,,,Facebook,cryptocompare,DP,182325,,2017-12-30 17:55:45.865619
0,,,,,Facebook,cryptocompare,DPAY,29718,,2017-12-30 17:56:09.310979
8654,false,8484,https://www.facebook.com/dapowerplay/,Digital Assets Power Play,Facebook,cryptocompare,DPP,466977,17,2017-12-30 17:56:40.136399
0,,,,,Facebook,cryptocompare,DRA,38360,,2017-12-30 17:56:24.687245
2856,false,2836,https://www.facebook.com/EDrachmae/,Drachmae,Facebook,cryptocompare,DRACO,22248,2,2017-12-30 17:55:59.868262
799,false,59,https://www.facebook.com/DropfoodsICO/,Dropfoods ICO,Facebook,cryptocompare,DRC,290053,74,2017-12-30 17:56:09.035047
